mileage,engine_power,registration_date,fuel,paint_color,car_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,price,sold_at
184002,100,2012-02-01,diesel,black,hatchback,False,True,False,False,False,True,True,False,10100,2018-03-01
295953,225,2011-10-01,diesel,black,suv,True,True,True,True,True,False,True,True,22000,2018-07-01
377156,160,2004-01-01,diesel,black,sedan,True,True,False,False,True,False,True,True,4500,2018-05-01
184243,130,2009-11-01,diesel,blue,suv,True,False,True,False,False,False,True,True,11400,2018-06-01
166161,140,2014-05-01,diesel,black,suv,True,True,False,True,True,True,True,True,23000,2018-08-01
132747,105,2013-09-01,diesel,black,estate,False,True,False,False,True,False,True,False,11900,2018-03-01
192114,160,2013-11-01,diesel,white,estate,True,True,True,True,True,False,True,True,18100,2018-03-01
25615,135,2015-03-01,diesel,blue,sedan,False,False,False,True,False,False,True,True,19000,2018-03-01
54433,140,2015-06-01,diesel,white,suv,False,False,False,False,False,False,False,False,33200,2018-07-01
173081,100,2012-09-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,9800,2018-06-01
85227,100,2013-05-01,diesel,blue,estate,True,True,False,False,True,False,True,False,12000,2018-08-01
243386,105,2013-11-01,diesel,white,estate,False,True,False,False,False,False,True,False,7700,2018-01-01
155705,85,2012-11-01,diesel,black,hatchback,False,False,True,False,False,True,True,False,10500,2018-07-01
12634,142,2016-09-01,diesel,grey,coupe,True,True,False,False,True,False,True,True,17800,2018-05-01
46701,135,2014-05-01,diesel,white,estate,False,True,False,False,False,False,True,True,19600,2018-04-01
97568,220,2011-01-01,diesel,grey,sedan,True,True,False,False,True,True,True,True,25000,2018-06-01
14052,160,2015-01-01,diesel,grey,suv,True,True,True,False,False,False,True,True,47000,2018-01-01
195840,160,2013-01-01,diesel,grey,van,True,True,False,False,True,False,True,True,15500,2018-09-01
158117,85,2012-09-01,diesel,black,sedan,False,False,False,False,False,False,True,False,9800,2018-05-01
108074,85,2012-07-01,diesel,brown,sedan,False,True,False,False,False,False,True,False,10600,2018-07-01
63257,110,2015-10-01,diesel,grey,hatchback,False,True,False,False,False,False,True,False,14000,2018-08-01
104005,135,2014-03-01,diesel,black,suv,True,True,False,True,True,False,True,True,18700,2018-07-01
171162,210,2008-06-01,diesel,green,suv,True,True,True,True,True,False,True,True,20500,2018-08-01
135432,190,2013-09-01,diesel,grey,sedan,True,True,False,True,True,False,True,True,27400,2018-04-01
127412,100,2012-06-01,diesel,black,sedan,True,True,False,False,False,False,True,False,11800,2018-02-01
184574,85,2013-03-01,diesel,blue,hatchback,False,True,False,False,False,False,True,False,9400,2018-06-01
117297,135,2013-08-01,diesel,silver,suv,True,True,False,True,True,False,True,True,22300,2018-05-01
75197,85,2013-06-01,diesel,blue,hatchback,True,False,False,False,False,True,True,False,10900,2018-09-01
177291,130,2012-01-01,diesel,white,suv,False,False,False,False,False,False,True,False,10900,2018-04-01
125738,190,2014-08-01,diesel,white,sedan,False,True,False,False,True,True,True,True,28000,2018-03-01
163484,85,2014-10-01,diesel,white,suv,False,False,False,False,False,False,False,True,10600,2018-05-01
200488,85,2013-05-01,diesel,grey,estate,False,True,False,False,False,False,True,False,9900,2018-08-01
165472,135,2013-11-01,diesel,grey,estate,True,True,False,False,True,False,True,True,14800,2018-05-01
70560,105,2013-08-01,diesel,grey,suv,True,False,False,True,True,False,True,False,14300,2018-03-01
174940,135,2013-05-01,diesel,black,sedan,True,True,False,False,True,False,True,False,12800,2018-09-01
243324,135,2012-08-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,11300,2018-07-01
121102,135,2012-02-01,diesel,black,estate,True,True,True,False,True,False,True,True,15400,2018-07-01
105026,105,2014-10-01,diesel,grey,estate,False,True,False,False,True,True,True,False,15700,2018-03-01
145455,105,2010-08-01,diesel,black,suv,False,False,False,True,False,True,True,False,11800,2018-05-01
48520,110,2015-10-01,diesel,white,hatchback,False,True,False,False,False,False,True,False,15400,2018-02-01
156308,120,2013-05-01,diesel,brown,estate,False,True,False,False,False,False,True,False,6500,2018-06-01
237294,100,2009-01-01,diesel,grey,estate,True,True,False,False,False,False,True,False,6700,2018-04-01
261785,120,2008-07-01,diesel,black,estate,True,True,True,False,True,False,True,True,4800,2018-07-01
143829,85,2012-07-01,diesel,grey,hatchback,False,True,False,False,False,False,True,False,9900,2018-06-01
170550,309,2011-03-01,petrol,grey,coupe,True,True,False,False,True,False,True,True,28000,2018-03-01
111510,100,2013-06-01,diesel,grey,suv,True,True,False,False,True,True,True,False,14900,2018-08-01
164299,120,2007-04-01,diesel,black,estate,False,False,False,False,False,True,True,False,7400,2018-05-01
198941,180,2010-06-01,diesel,grey,estate,True,True,True,False,True,False,True,True,17300,2018-08-01
159718,160,2013-04-01,diesel,grey,sedan,True,True,False,True,True,False,True,True,20000,2018-03-01
137507,85,2013-09-01,diesel,brown,hatchback,False,True,False,False,False,False,True,False,9000,2018-07-01
96624,105,2013-01-01,diesel,grey,suv,False,False,False,True,False,False,True,False,12500,2018-06-01
188098,120,2013-07-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,13400,2018-09-01
52686,160,2014-03-01,diesel,black,sedan,True,True,False,False,True,True,True,True,29500,2018-04-01
101599,135,2013-09-01,diesel,grey,sedan,True,True,False,False,True,False,True,False,21100,2018-03-01
137321,190,2012-10-01,diesel,grey,suv,True,True,True,True,True,True,True,True,23100,2018-06-01
174417,135,2013-11-01,diesel,black,estate,False,True,False,True,True,False,True,True,15000,2018-02-01
154391,190,2014-02-01,diesel,black,sedan,True,True,False,False,True,True,True,True,22400,2018-04-01
176983,85,2013-01-01,diesel,silver,hatchback,False,True,False,False,False,False,True,False,7900,2018-04-01
327416,120,2013-01-01,diesel,black,estate,True,True,False,False,True,False,True,True,11500,2018-05-01
97574,135,2014-03-01,diesel,grey,sedan,False,True,False,True,True,True,True,False,21300,2018-03-01
149302,85,2013-04-01,diesel,black,subcompact,False,False,False,False,False,False,True,False,9200,2018-05-01
87625,190,2012-05-01,diesel,blue,estate,True,True,False,False,False,False,True,True,20300,2018-06-01
706,155,2017-07-01,diesel,black,suv,True,True,False,True,True,True,True,True,41600,2018-02-01
166286,230,2013-07-01,diesel,brown,sedan,True,True,True,True,False,True,True,True,31300,2018-05-01
171512,120,2013-07-01,diesel,black,estate,True,True,False,False,False,True,True,False,11600,2018-04-01
213814,100,2014-08-01,diesel,grey,sedan,True,True,False,False,True,True,True,True,20200,2018-06-01
190649,190,2012-12-01,diesel,brown,sedan,True,True,False,True,True,False,True,True,18100,2018-04-01
128360,135,2014-05-01,diesel,brown,sedan,False,False,False,False,True,True,True,False,16500,2018-02-01
200887,155,2005-03-01,diesel,silver,sedan,True,True,False,False,True,False,True,True,5800,2018-09-01
184189,200,2002-03-01,petrol,grey,sedan,True,True,False,False,False,False,True,True,4500,2018-05-01
73307,140,2014-10-01,diesel,black,suv,True,True,False,True,False,False,True,True,22600,2018-06-01
216472,105,2012-05-01,diesel,black,estate,True,True,False,False,True,True,True,False,8800,2018-04-01
172367,230,2013-10-01,diesel,grey,sedan,True,True,True,True,True,True,True,True,28300,2018-02-01
189614,160,2014-01-01,diesel,black,estate,False,True,False,True,False,False,True,True,20100,2018-05-01
90810,120,2011-05-01,diesel,black,suv,True,True,False,True,False,False,True,False,14800,2018-05-01
146879,85,2013-08-01,diesel,brown,estate,False,True,False,False,False,False,True,False,9900,2018-02-01
82233,100,2015-06-01,diesel,black,sedan,True,True,False,False,True,False,True,True,20400,2018-04-01
75471,135,2013-07-01,diesel,white,suv,False,False,False,False,False,False,True,False,13300,2018-03-01
185858,135,2012-04-01,diesel,blue,suv,True,True,True,True,True,True,True,True,19100,2018-02-01
178231,77,1999-11-01,petrol,green,sedan,False,False,False,False,False,True,True,False,700,2018-02-01
62856,135,2013-07-01,diesel,blue,sedan,False,False,False,True,True,False,True,True,17900,2018-06-01
87432,135,2014-02-01,diesel,silver,suv,False,False,False,False,False,False,False,True,21400,2018-04-01
155916,85,2013-07-01,diesel,black,hatchback,False,True,False,False,True,False,False,True,9800,2018-05-01
163143,135,2012-05-01,diesel,grey,sedan,True,True,False,False,False,True,True,True,17300,2018-02-01
159773,190,2012-11-01,diesel,grey,estate,False,True,False,True,True,False,True,True,13700,2018-03-01
105298,135,2011-08-01,diesel,grey,suv,False,False,False,False,False,False,False,True,22000,2018-08-01
52363,110,2015-07-01,diesel,black,hatchback,False,True,False,False,False,True,True,True,24400,2018-02-01
190336,160,2005-07-01,petrol,black,sedan,False,False,False,False,False,False,True,False,5400,2018-07-01
113131,230,2014-10-01,diesel,blue,suv,True,True,False,True,False,True,True,True,41100,2018-08-01
69146,280,2014-11-01,diesel,black,sedan,True,True,True,True,True,False,True,True,37200,2018-01-01
48988,140,2015-10-01,diesel,blue,suv,True,True,False,False,True,False,True,True,34500,2018-02-01
76677,190,2013-11-01,diesel,black,suv,True,True,False,True,True,False,True,True,30500,2018-02-01
212590,120,2010-08-01,diesel,grey,sedan,True,True,True,False,False,False,True,True,13200,2018-05-01
156321,120,2015-03-01,diesel,brown,estate,True,True,False,False,False,False,True,True,13300,2018-05-01
95787,85,2013-02-01,diesel,black,estate,False,False,False,False,False,False,False,True,9900,2018-02-01
56421,135,2013-07-01,diesel,brown,hatchback,True,True,False,False,True,False,True,True,21500,2018-05-01
156732,135,2012-01-01,diesel,brown,estate,True,True,True,False,False,False,True,True,15400,2018-02-01
94462,85,2013-10-01,diesel,silver,estate,True,True,True,False,False,False,True,True,10900,2018-06-01
95235,120,2010-07-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,16800,2018-03-01
174631,120,2009-01-01,diesel,black,convertible,True,True,False,False,False,False,True,False,10500,2018-04-01
92972,105,2014-03-01,diesel,brown,sedan,False,False,False,False,False,False,False,True,15000,2018-05-01
160805,135,2014-05-01,diesel,white,estate,False,True,False,False,True,True,True,True,12300,2018-04-01
148769,135,2013-12-01,diesel,black,suv,True,False,False,True,False,False,True,True,19600,2018-06-01
208310,120,2012-12-01,diesel,red,sedan,False,True,False,False,False,False,True,True,12100,2018-04-01
80403,140,2016-06-01,diesel,black,estate,False,False,False,False,False,False,False,False,20000,2018-02-01
35025,230,2016-04-01,diesel,grey,suv,True,True,True,False,True,False,True,True,62500,2018-07-01
253534,120,2005-04-01,diesel,black,sedan,False,True,False,False,False,False,True,False,3500,2018-03-01
19476,225,2015-07-01,petrol,white,hatchback,True,True,False,False,True,False,True,True,40500,2018-05-01
163747,190,2013-11-01,diesel,black,suv,True,True,True,True,False,False,True,True,22400,2018-06-01
154411,190,2012-12-01,diesel,blue,sedan,True,True,True,True,True,False,True,True,23800,2018-05-01
155440,105,2014-01-01,diesel,silver,estate,False,True,False,False,True,False,True,True,12800,2018-07-01
94445,105,2013-06-01,diesel,blue,subcompact,True,True,False,False,False,False,True,False,13200,2018-04-01
186472,110,2007-01-01,diesel,black,sedan,False,True,False,False,False,False,True,False,7400,2018-06-01
116784,180,2010-11-01,diesel,grey,suv,True,True,True,True,True,True,True,True,26500,2018-08-01
189055,135,2012-09-01,diesel,black,sedan,True,True,False,False,True,False,True,True,15200,2018-02-01
186202,135,2014-10-01,diesel,black,estate,False,True,False,False,True,True,True,False,12300,2018-02-01
225684,110,2006-06-01,diesel,silver,estate,True,True,False,False,False,False,True,False,5800,2018-04-01
118066,85,2013-09-01,diesel,brown,sedan,False,False,False,False,False,False,True,False,10000,2018-04-01
66816,110,2016-04-01,diesel,silver,hatchback,False,True,False,False,True,False,True,True,16200,2018-04-01
118380,100,2013-09-01,diesel,brown,suv,False,True,False,False,False,False,True,False,12100,2018-03-01
87036,120,2015-08-01,diesel,black,hatchback,True,True,False,False,True,False,True,True,24900,2018-07-01
98755,120,2013-01-01,diesel,brown,sedan,True,True,False,False,False,False,True,False,14800,2018-02-01
159316,135,2014-12-01,diesel,grey,estate,False,True,False,False,False,False,True,True,11600,2018-02-01
97677,105,2014-03-01,diesel,white,sedan,False,False,False,False,False,False,True,False,15200,2018-03-01
124822,120,2014-11-01,diesel,black,sedan,True,True,False,False,True,False,True,True,21400,2018-06-01
116214,85,2013-06-01,diesel,blue,subcompact,False,False,False,False,False,False,True,False,8700,2018-05-01
136442,105,2014-02-01,diesel,silver,estate,False,True,False,False,False,False,True,True,12600,2018-05-01
119441,190,2013-03-01,diesel,black,sedan,True,True,False,True,True,False,True,True,26800,2018-02-01
177515,100,2013-04-01,diesel,brown,suv,False,True,False,False,False,False,True,True,14400,2018-08-01
16284,135,2014-05-01,diesel,blue,sedan,False,True,False,False,False,False,True,True,16400,2018-05-01
126551,120,2012-03-01,diesel,black,estate,True,True,False,False,True,False,True,True,16300,2018-02-01
176176,120,2013-07-01,diesel,grey,hatchback,True,True,False,False,False,True,True,False,15400,2018-06-01
122196,105,2013-10-01,diesel,blue,sedan,False,True,False,False,False,False,True,False,12500,2018-04-01
185874,225,2011-12-01,diesel,black,sedan,True,True,True,False,True,False,True,True,22600,2018-02-01
116298,135,2013-08-01,diesel,grey,suv,True,True,True,True,True,False,True,False,17700,2018-06-01
51193,105,2014-10-01,diesel,black,suv,False,True,False,False,False,False,True,True,15600,2018-02-01
132797,85,2013-05-01,diesel,grey,hatchback,True,True,True,False,True,True,True,False,8300,2018-09-01
94374,225,2012-05-01,hybrid_petrol,brown,sedan,True,True,False,False,True,True,True,True,21100,2018-04-01
190311,120,2011-06-01,diesel,blue,sedan,True,True,False,False,True,False,True,False,14000,2018-03-01
162106,230,2012-06-01,diesel,black,estate,True,True,True,True,True,False,True,True,18800,2018-05-01
156841,120,2012-04-01,diesel,brown,sedan,True,True,False,False,False,False,True,True,15100,2018-02-01
224562,100,2007-07-01,diesel,black,subcompact,False,False,False,False,False,False,True,False,3800,2018-06-01
143180,135,2013-02-01,diesel,black,estate,False,True,False,False,True,False,True,False,13100,2018-01-01
129698,160,2013-04-01,diesel,grey,sedan,True,True,False,True,True,True,True,True,21300,2018-04-01
107565,105,2015-03-01,diesel,black,estate,False,True,True,False,True,False,True,True,17100,2018-08-01
130391,105,2012-06-01,diesel,beige,suv,False,False,False,True,True,False,True,False,11500,2018-03-01
157831,135,2012-06-01,diesel,grey,estate,True,True,False,False,True,False,True,True,13700,2018-03-01
133178,100,2013-03-01,diesel,black,estate,True,True,True,False,True,True,True,True,13100,2018-08-01
49871,190,2015-09-01,diesel,black,estate,True,False,False,False,True,False,True,True,30000,2018-05-01
60250,100,2016-03-01,diesel,black,sedan,True,True,False,False,True,True,True,False,27100,2018-05-01
145805,120,2013-04-01,diesel,brown,sedan,False,False,False,False,False,False,False,True,16400,2018-04-01
162987,100,2014-09-01,diesel,grey,suv,False,True,False,False,False,False,True,False,13400,2018-03-01
222898,120,2007-04-01,diesel,black,estate,True,True,False,False,False,False,True,True,4800,2018-08-01
164889,105,2014-04-01,diesel,grey,estate,False,True,False,False,False,False,True,False,800,2018-01-01
184223,120,2014-03-01,diesel,white,estate,False,True,False,False,False,True,True,True,12300,2018-06-01
99233,190,2012-09-01,diesel,grey,suv,True,False,False,True,False,False,True,True,17000,2018-04-01
123254,100,2013-03-01,diesel,red,sedan,False,False,False,False,False,True,True,False,12300,2018-08-01
163998,100,2014-04-01,diesel,silver,estate,True,True,False,False,True,False,True,False,12100,2018-03-01
82906,135,2013-07-01,diesel,silver,suv,False,True,True,True,True,False,True,True,19300,2018-03-01
207714,120,2013-02-01,diesel,grey,sedan,False,True,False,False,True,False,True,False,14200,2018-05-01
137936,135,2014-04-01,diesel,grey,sedan,True,True,True,False,True,True,True,False,17400,2018-03-01
81536,225,2011-09-01,diesel,black,suv,True,True,False,True,True,False,True,True,30200,2018-03-01
123286,85,2012-09-01,diesel,blue,subcompact,False,False,False,False,False,False,True,False,8400,2018-05-01
70807,190,2014-02-01,diesel,black,sedan,False,True,False,False,False,False,True,True,23900,2018-01-01
135200,120,2013-01-01,diesel,black,estate,True,True,False,False,False,True,True,True,15200,2018-03-01
253181,145,2008-12-01,diesel,black,estate,False,True,False,False,True,False,True,True,6900,2018-02-01
123605,135,2013-08-01,diesel,black,suv,False,True,False,True,True,False,True,True,20100,2018-08-01
25050,100,2016-01-01,petrol,grey,convertible,False,True,False,False,False,False,True,True,31000,2018-06-01
63117,135,2012-10-01,petrol,grey,sedan,False,False,False,False,False,False,False,True,14300,2018-03-01
152018,119,2013-12-01,diesel,black,estate,True,True,False,False,True,True,True,False,12500,2018-05-01
144104,120,2014-03-01,diesel,white,estate,True,True,False,False,True,True,True,False,16500,2018-03-01
43911,105,2012-11-01,diesel,blue,subcompact,False,False,False,False,True,False,True,True,11900,2018-02-01
114968,135,2013-07-01,diesel,white,hatchback,False,True,False,True,False,True,True,False,13700,2018-07-01
250952,130,2011-01-01,diesel,white,suv,False,False,False,False,False,False,True,True,8900,2018-06-01
180007,110,2005-12-01,diesel,brown,suv,True,True,False,True,False,False,True,False,7000,2018-02-01
175217,135,2012-12-01,diesel,grey,estate,True,True,False,False,True,True,True,False,12600,2018-03-01
170108,100,2013-07-01,diesel,black,estate,False,True,False,False,False,False,True,False,10500,2018-08-01
208035,120,2009-09-01,petrol,grey,sedan,True,True,False,False,True,False,True,False,5600,2018-04-01
123340,105,2013-02-01,diesel,brown,estate,False,True,False,False,False,True,True,True,14200,2018-01-01
157485,85,2013-02-01,diesel,brown,estate,False,True,False,False,False,False,True,False,8400,2018-04-01
138203,85,2011-12-01,diesel,grey,hatchback,False,True,False,False,False,False,True,False,9500,2018-06-01
92526,135,2013-12-01,diesel,brown,estate,False,True,False,False,False,True,True,True,15500,2018-02-01
146639,135,2014-10-01,diesel,silver,estate,False,True,False,False,False,False,True,True,800,2018-04-01
155357,137,2013-01-01,diesel,grey,estate,True,True,False,False,True,True,True,True,11300,2018-02-01
201187,105,2009-05-01,diesel,silver,hatchback,False,False,False,False,False,False,True,False,5100,2018-04-01
54696,190,2014-02-01,diesel,grey,sedan,True,True,True,True,True,False,True,True,35300,2018-03-01
131612,85,2012-09-01,diesel,brown,hatchback,False,True,True,False,True,False,True,False,10700,2018-09-01
125225,85,2013-09-01,diesel,blue,hatchback,True,True,True,False,True,True,True,False,9800,2018-02-01
161729,100,2014-05-01,diesel,brown,suv,True,True,False,False,False,False,True,False,13800,2018-05-01
156478,120,2012-08-01,diesel,black,estate,True,True,False,False,False,False,True,True,13600,2018-08-01
115307,85,2014-05-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,11400,2018-05-01
162021,90,2006-10-01,diesel,black,estate,False,False,False,False,False,False,True,False,3800,2018-05-01
163252,85,2013-11-01,diesel,white,hatchback,False,True,False,False,True,False,True,False,9500,2018-02-01
190203,135,2012-03-01,diesel,black,suv,False,False,False,True,True,False,True,False,17000,2018-07-01
192124,130,2008-12-01,diesel,black,suv,True,False,False,True,True,True,True,False,11300,2018-07-01
141507,105,2012-02-01,diesel,grey,sedan,False,True,False,False,False,False,True,False,10700,2018-01-01
263395,130,2007-04-01,diesel,blue,estate,True,True,False,False,True,False,True,True,6900,2018-09-01
120178,120,2012-05-01,diesel,grey,sedan,True,True,False,False,False,True,True,False,13300,2018-08-01
160471,160,2014-04-01,diesel,black,estate,False,True,False,False,True,False,True,True,15600,2018-03-01
65689,100,2015-06-01,diesel,grey,van,False,True,False,False,False,False,True,True,17300,2018-06-01
30689,190,2015-06-01,diesel,black,suv,True,True,True,True,True,True,True,True,47000,2018-04-01
177650,120,2013-05-01,diesel,grey,estate,False,False,False,False,False,False,True,False,9300,2018-08-01
172485,120,2012-06-01,diesel,grey,estate,True,True,False,False,False,False,True,True,14000,2018-09-01
111060,190,2013-02-01,diesel,blue,estate,True,True,True,False,True,True,True,False,19300,2018-05-01
52140,230,2015-05-01,diesel,blue,sedan,True,True,True,False,False,True,False,True,47300,2018-06-01
136860,135,2014-03-01,diesel,silver,suv,True,True,False,True,False,False,True,False,19300,2018-05-01
183384,141,2001-03-01,petrol,blue,sedan,True,False,True,False,False,False,True,False,1400,2018-07-01
89703,120,2015-04-01,diesel,blue,hatchback,True,True,False,False,True,False,True,True,23600,2018-08-01
124700,120,2013-05-01,diesel,red,suv,True,True,False,True,False,False,True,False,15500,2018-06-01
168833,105,2014-03-01,diesel,black,estate,False,True,True,False,False,True,True,True,12000,2018-05-01
161450,100,2013-04-01,diesel,brown,sedan,True,True,False,False,False,False,True,False,12400,2018-06-01
161666,135,2013-04-01,diesel,black,estate,False,True,True,False,True,False,True,False,15200,2018-01-01
94753,85,2013-08-01,diesel,black,estate,False,True,False,False,False,False,True,False,11200,2018-08-01
139719,85,2013-07-01,diesel,black,sedan,True,True,False,False,False,True,True,True,14500,2018-03-01
191906,105,2013-05-01,diesel,silver,suv,False,False,False,True,False,False,True,False,9500,2018-06-01
139680,160,2005-11-01,petrol,blue,sedan,True,True,False,False,True,True,True,True,9400,2018-02-01
198409,150,2010-11-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,13800,2018-03-01
194982,135,2014-02-01,diesel,white,estate,False,True,False,False,False,False,True,True,12100,2018-05-01
183315,105,2013-03-01,diesel,silver,estate,False,True,False,False,True,True,True,True,12500,2018-03-01
134200,230,2014-07-01,diesel,blue,sedan,True,True,True,False,True,True,True,True,32000,2018-06-01
64534,225,2013-10-01,diesel,white,suv,True,True,True,True,False,False,True,True,40000,2018-08-01
109651,135,2014-05-01,diesel,brown,estate,True,True,True,False,True,False,True,True,20300,2018-05-01
168180,135,2014-03-01,diesel,black,estate,True,True,False,False,True,True,True,True,15800,2018-01-01
160333,100,2014-09-01,diesel,white,estate,False,False,False,False,False,True,True,False,9600,2018-09-01
124484,135,2014-04-01,diesel,white,estate,False,True,False,True,True,False,True,True,18000,2018-04-01
131697,105,2014-05-01,diesel,grey,estate,False,True,True,False,False,False,True,True,14300,2018-06-01
115366,135,2013-06-01,diesel,silver,estate,False,True,False,True,False,False,True,True,14300,2018-05-01
113649,105,2012-10-01,diesel,white,suv,False,True,False,False,False,False,True,False,12300,2018-03-01
146819,110,2015-07-01,diesel,white,suv,True,True,False,False,False,False,True,True,16700,2018-07-01
121459,100,2014-06-01,diesel,brown,estate,False,True,False,False,False,True,True,False,11200,2018-08-01
129421,135,2013-11-01,diesel,white,sedan,False,False,False,True,True,False,True,False,17700,2018-02-01
130245,135,2013-10-01,diesel,brown,suv,False,True,False,True,False,False,True,True,19600,2018-08-01
162298,120,2014-09-01,diesel,grey,sedan,False,True,False,False,True,False,True,True,16200,2018-03-01
113613,110,2007-08-01,diesel,grey,suv,True,True,True,True,True,False,True,False,8500,2018-08-01
137075,100,2013-01-01,diesel,grey,estate,True,False,True,False,False,False,True,False,11800,2018-05-01
224147,180,2010-03-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,12200,2018-07-01
25858,235,2016-06-01,diesel,black,sedan,True,True,False,True,False,False,True,True,68300,2018-06-01
202580,130,2010-03-01,diesel,black,estate,True,False,False,False,False,False,True,False,7700,2018-05-01
58956,105,2013-02-01,diesel,white,suv,False,False,False,False,False,False,False,True,17100,2018-05-01
304719,110,2006-07-01,petrol,black,estate,True,True,False,False,False,False,True,False,4200,2018-03-01
166872,160,2012-11-01,diesel,grey,estate,True,True,False,False,True,False,True,True,13700,2018-04-01
84803,160,2014-07-01,diesel,white,suv,False,False,False,False,False,False,False,True,38000,2018-05-01
127694,135,2013-01-01,diesel,grey,sedan,True,True,False,False,True,False,True,True,19200,2018-08-01
306161,120,2004-08-01,diesel,blue,estate,True,True,False,False,False,False,True,True,4800,2018-07-01
219417,110,2007-07-01,diesel,black,sedan,True,True,False,False,False,False,True,False,7500,2018-02-01
147717,101,2012-02-01,petrol,black,hatchback,True,True,False,False,False,False,True,True,8400,2018-03-01
135543,85,2011-02-01,diesel,black,hatchback,False,True,False,False,False,False,True,False,6900,2018-07-01
162245,135,2013-11-01,diesel,grey,estate,False,True,False,False,True,False,True,False,13100,2018-06-01
137324,100,2013-01-01,diesel,grey,sedan,True,True,False,False,False,False,True,False,13900,2018-08-01
147248,225,2010-09-01,diesel,grey,suv,True,True,True,True,True,True,True,True,24400,2018-03-01
270884,100,2002-05-01,diesel,blue,estate,True,False,False,False,False,False,True,False,1100,2018-06-01
242674,110,2005-06-01,diesel,black,suv,True,False,True,True,False,False,True,False,5500,2018-07-01
178558,85,2012-10-01,diesel,white,hatchback,False,False,False,False,False,False,True,False,8000,2018-07-01
162672,100,2014-03-01,diesel,blue,estate,True,True,False,False,True,False,True,False,15100,2018-06-01
126655,135,2012-05-01,diesel,grey,suv,True,True,False,False,False,False,True,True,15200,2018-08-01
65933,105,2014-09-01,diesel,white,estate,False,False,False,False,False,False,False,False,15100,2018-05-01
134364,85,2013-04-01,diesel,grey,subcompact,True,False,False,False,False,False,True,False,7100,2018-04-01
359661,75,1997-09-01,petrol,grey,sedan,False,False,False,False,False,False,True,False,400,2018-08-01
177557,120,2012-09-01,diesel,grey,estate,True,True,False,False,False,False,True,False,11400,2018-03-01
103290,100,2010-02-01,diesel,grey,sedan,True,True,False,False,False,False,True,True,10800,2018-03-01
90173,120,2013-10-01,diesel,black,hatchback,True,True,False,False,True,False,True,True,20200,2018-05-01
165549,107,2014-01-01,diesel,black,sedan,True,True,False,False,True,False,True,True,18100,2018-05-01
175761,135,2013-12-01,diesel,black,estate,True,True,True,False,False,True,True,True,20300,2018-05-01
141775,135,2013-09-01,diesel,brown,estate,False,False,False,False,False,False,True,False,10700,2018-06-01
176636,100,2014-06-01,diesel,grey,estate,True,True,False,False,True,True,True,True,12500,2018-09-01
133061,160,2012-08-01,diesel,black,estate,True,True,True,True,True,False,True,True,17300,2018-06-01
27966,140,2016-05-01,diesel,white,hatchback,True,True,True,False,False,False,False,True,29500,2018-03-01
126147,173,2008-10-01,diesel,black,suv,True,True,True,True,True,True,True,True,17800,2018-02-01
219963,100,2013-10-01,diesel,black,sedan,True,True,True,False,False,False,True,True,17400,2018-08-01
199877,135,2013-02-01,diesel,grey,estate,True,True,True,False,True,True,True,False,10500,2018-03-01
154269,85,2012-05-01,diesel,silver,hatchback,False,False,False,False,False,False,True,False,8600,2018-02-01
221585,105,2011-05-01,diesel,silver,suv,True,False,False,True,False,False,True,False,9400,2018-09-01
121770,105,2014-04-01,diesel,white,estate,False,True,False,False,False,False,True,True,13100,2018-05-01
207811,122,2013-08-01,diesel,black,estate,False,True,False,False,True,False,True,False,6700,2018-04-01
102758,105,2013-01-01,diesel,blue,sedan,False,False,False,False,False,False,False,False,13400,2018-04-01
41367,160,2015-05-01,diesel,black,suv,True,True,False,False,True,False,True,True,42700,2018-05-01
115929,135,2014-02-01,diesel,brown,sedan,True,True,False,False,True,True,True,True,19000,2018-01-01
111093,135,2014-06-01,diesel,black,estate,True,True,True,False,True,True,True,True,20100,2018-03-01
79293,85,2012-09-01,diesel,brown,sedan,True,True,False,False,False,False,True,False,13000,2018-05-01
150807,105,2013-06-01,diesel,black,estate,False,True,False,False,False,False,True,True,11500,2018-05-01
230212,150,2011-02-01,diesel,blue,estate,True,True,False,False,True,True,True,True,14200,2018-01-01
162042,135,2011-07-01,diesel,blue,estate,True,True,True,True,True,True,True,False,10700,2018-05-01
219066,85,2013-09-01,diesel,blue,hatchback,True,True,False,False,False,False,True,True,9500,2018-04-01
163176,85,2013-08-01,diesel,blue,hatchback,True,True,False,False,True,False,True,False,5700,2018-03-01
198531,100,2013-08-01,diesel,silver,estate,False,True,False,False,False,False,True,False,8300,2018-05-01
207226,120,2012-04-01,diesel,black,estate,True,True,False,False,False,True,True,False,10800,2018-04-01
44827,280,2014-08-01,diesel,black,suv,True,True,True,True,False,True,True,True,49900,2018-03-01
65786,120,2013-04-01,diesel,blue,estate,True,True,False,False,True,False,True,False,16800,2018-08-01
109620,120,2014-09-01,diesel,grey,estate,False,True,False,False,True,True,True,False,15400,2018-02-01
